ID,Text,Comment
Goods.EatableRaw,Có thể ăn sống.,Shown on a tooltip of goods that can be eaten raw.
Goods.Nothing,Không có,
Goods.StoredIn,Được lưu trữ tại:,Header above a list of buildings that store selected good
GridRendering.Visibility.Hide,Ẩn hướng dẫn xây dựng,Shows construction guidelines when button is pressed.
GridRendering.Visibility.Show,Hiện hướng dẫn xây dựng,Shows construction guidelines when button is pressed.
Growing.GrowsWhenMature,Phát triển khi đã trưởng thành,"Information about fruits and other resources, that grows when plant is mature and not when it is in seedling stage"
Growing.Time,Số ngày để tăng trưởng: {0},{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,Được thợ vận chuyển ưu tiên,building is a noun in this sentence. This building will be prioritized by haulers.
Inventory.Capacity,Sức chứa:,How much space there is in the storage
Inventory.Goods,Hàng hóa:,
Inventory.InStock,Trong kho:,Please keep short. Header above a list of goods in stock of the storage.
Inventory.IsEmpty,Không có hàng hóa trong kho,
Inventory.NothingSelected,Không,Text shown in a dropdown when no good is selected. Keep below 15 characters.
Inventory.StockpileOverlay.Hide,Ẩn lớp phủ kho chứa,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.StockpileOverlay.Show,Hiện lớp phủ kho chứa,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.Undesired,Không nhận:,Please keep short. Which goods are not desired in the storage.
Key.DownArrow,Mũi tên xuống,Label of the down arrow key
Key.LeftArrow,Mũi tên trái,Label of the left arrow key
Key.LeftWindows,Windows bên trái,Label of the left windows key
Key.RightArrow,Mũi tên phải,Label of the right arrow key
Key.RightWindows,Windows bên phải,Label of the right windows key
Key.Space,Dấu cách,Label of the space key
Key.UpArrow,Mũi tên lên,Label of the up arrow key
KeyBinding.AlternateClickableAction,Hành động nút thay thế,Label of the key that toggles the alternate action of some buttons
KeyBinding.AttractionsTab,Mở thẻ Phúc lợi,"Label of the key that opens the Settlement Panel and selects the Attractions tab, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.Cancel,Hủy,Label of the key that cancels actions
KeyBinding.CharactersTab,Mở thẻ Dân số,"Label of the key that opens the Settlement Panel and selects the Characters tab, Population should be the same as BatchControl.Population"
KeyBinding.Confirm,Xác nhận,Label of the key that confirms UI prompts
KeyBinding.DecreaseBrushHeight,Giảm chiều cao cọ,"Label of the key that decreases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.DecreaseBrushSize,Giảm kích thước cọ,"Label of the key that decreases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.DecreaseBuildersPriority,Giảm độ ưu tiên của thợ xây,Label of the key that decreases the priority of the builders job assigned to the selected object
KeyBinding.DecreaseFloodgateHeight,Giảm chiều cao cổng xả lũ,Label of the key that decreases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.DecreaseSpeed,Giảm tốc độ trò chơi,Label of the key that decreases the speed of the game by one step
KeyBinding.DecreaseWorkers,Giảm số lượng công nhân mong muốn,Label of the key that decreases the desired number of workers in selected building
KeyBinding.DecreaseWorkingHours,Giảm giờ làm việc,Label of the key that decreases settlement working hours
KeyBinding.DecreaseWorkplacePriority,Giảm độ ưu tiên nơi làm việc,Label of the key that decreases the priority of the selected workplace
KeyBinding.DeleteObject,Xóa đối tượng,Label of the key that deletes the selected object
KeyBinding.DistributionTab,Mở thẻ Phân phối,"Label of the key that opens the Settlement Panel and selects the Distribution tab, Distribution should be the same as BatchControl.Distribution"
KeyBinding.DuplicateObject,Sao chép,Key binding that duplicates the selected building
KeyBinding.DuplicateSettings,Sao chép cài đặt,Key binding that copies settings from one building to another
KeyBinding.DragVisibleLayer,Kéo lớp hiển thị,Binding for layer tool similar to KeyBinding.PickVisibleLayer
KeyBinding.Flip,Lật,Label of the key that flips the selected building (makes the model mirrored)
KeyBinding.Hold,Giữ:,Used to describe key binding that turns something on while the key is held.
KeyBinding.HousingTab,Mở thẻ Nhà ở,"Label of the key that opens the Settlement Panel and selects the Housing tab, Housing should be the same as BatchControl.Housing"
KeyBinding.IncreaseBrushHeight,Tăng chiều cao cọ,"Label of the key that increases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.IncreaseBrushSize,Tăng kích thước cọ,"Label of the key that increases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.IncreaseBuildersPriority,Tăng độ ưu tiên của thợ xây,Label of the key that increases the priority of the builders job assigned to the selected object
KeyBinding.IncreaseFloodgateHeight,Tăng chiều cao cổng xả lũ,Label of the key that increases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.IncreaseSpeed,Tăng tốc độ trò chơi,Label of the key that increases the speed of the game by one step
KeyBinding.IncreaseWorkers,Tăng số lượng công nhân mong muốn,Label of the key that increases the desired number of workers in selected building
KeyBinding.IncreaseWorkingHours,Tăng giờ làm việc,Label of the key that increases settlement working hours
KeyBinding.IncreaseWorkplacePriority,Tăng độ ưu tiên nơi làm việc,Label of the key that increases the priority of the selected workplace
KeyBinding.InverseBrushDirection,Đảo ngược hướng cọ,
KeyBinding.LowerVisibleLayer,Hạ thấp lớp hiển thị,Label of the key that decreases the max visible vertical level of buildings
KeyBinding.MechanicalTab,Mở thẻ Năng lượng,"Label of the key that opens the Settlement Panel and selects the Mechanical tab, Power should be the same as BatchControl.Mechanical"
KeyBinding.MigrationTab,Mở thẻ Di cư,"Label of the key that opens the Settlement Panel and selects the Migration tab, Migration should be the same as BatchControl.Migration"
KeyBinding.MoveCameraDown,Di chuyển camera xuống,Label of the key that moves the camera down
KeyBinding.MoveCameraFast,Tăng tốc độ camera,Label of the key that modifies the speed of camera movement and rotation
KeyBinding.MoveCameraLeft,Di chuyển camera sang trái,Label of the key that moves the camera left
KeyBinding.MoveCameraRight,Di chuyển camera sang phải,Label of the key that moves the camera right
KeyBinding.MoveCameraUp,Di chuyển camera lên,Label of the key that moves the camera up
KeyBinding.NextDistrict,Chọn khu vực tiếp theo,Label of the key that selects the next district
KeyBinding.NextRootButton,Nhóm công cụ tiếp theo,Label of the key that selects the next toolbar (bottom bar) category.
KeyBinding.NextTool,Công cụ tiếp theo,Label of the key that selects the next tool from currently selected toolbar category.
KeyBinding.OpenWellbeingPanel,Mở bảng Phúc lợi,"Label of the key that opens the Well-being box, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.PickVisibleLayer,Chọn tầng hiển thị,Label of the key that picks the layer of the visible terrain currently under the cursor
KeyBinding.PinnedLever1,Đòn bẩy ghim 1,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever2,Đòn bẩy ghim 2,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever3,Đòn bẩy ghim 3,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever4,Đòn bẩy ghim 4,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever5,Đòn bẩy ghim 5,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever6,Đòn bẩy ghim 6,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever7,Đòn bẩy ghim 7,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever8,Đòn bẩy ghim 8,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever9,Đòn bẩy ghim 9,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PinnedLever10,Đòn bẩy ghim 10,The name of a key binding which switches a Lever. Must be consistent with Automation.Pinned and Building.Lever.DisplayName.
KeyBinding.PreviousDistrict,Chọn khu vực trước,Label of the key that selects the previous district
KeyBinding.PreviousRootButton,Nhóm công cụ trước,Label of the key that selects the previous toolbar (bottom bar) category.
KeyBinding.PreviousTool,Công cụ trước,Label of the key that selects the previous tool from currently selected toolbar category.
KeyBinding.RaiseVisibleLayer,Nâng tầng hiển thị,Label of the key that increases the max visible vertical level of buildings
KeyBinding.RedoChanges,Làm lại thao tác,Key binding for redoing changes in Map editor.
KeyBinding.ResetCamera,Đặt lại góc nhìn,Keybinding for resetting the camera to its default angle and zoom.
KeyBinding.ResetMapEditorSimulation,Đặt lại mô phỏng,Label of the key that resets the water and badwater simulations
KeyBinding.RestoreCamera,Tải vị trí góc nhìn,Label of the key that restores the camera to the position saved by KeyBinding.SaveCamera
KeyBinding.RotateCameraDown,Xoay góc nhìn xuống,Label of the key that rotates the camera down
KeyBinding.RotateCameraLeft,Xoay góc nhìn sang trái,Label of the key that rotates the camera left
KeyBinding.RotateCameraLeft90,Xoay góc nhìn sang trái 90 độ,Label of the key that rotates the camera left by 90 degrees
KeyBinding.RotateCameraRight,Xoay góc nhìn sang phải,Label of the key that rotates the camera right
KeyBinding.RotateCameraRight90,Xoay góc nhìn sang phải 90 độ,Label of the key that rotates the camera right by 90 degrees
KeyBinding.RotateCameraUp,Xoay góc nhìn lên,Label of the key that rotates the camera up
KeyBinding.RotateClockwise,Xoay theo chiều kim đồng hồ,Label of the key that rotates the selected object clockwise
KeyBinding.RotateCounterclockwise,Xoay ngược chiều kim đồng hồ,Label of the key that rotates the selected object counterclockwise
KeyBinding.SaveCamera,Lưu vị trí góc nhìn,Label of the key that saves the current camera position
KeyBinding.SaveMap,Lưu bản đồ,Label of the key that saves the map
KeyBinding.Screenshot,Chụp màn hình,Label of the key that takes a screenshot
KeyBinding.ScreenshotUpscaled,Chụp màn hình (độ phân giải cao),Label of the key that takes an upscaled screenshot
KeyBinding.ShowGuidelines,Hiện đường lưới hướng dẫn,Show guidelines when key is pressed
KeyBinding.ShowStockpileOverlay,Hiện lớp phủ kho chứa,Label of the key that shows the storage overlay
KeyBinding.SkipDeleteConfirmation,Bỏ qua xác nhận xóa,Label of the key that skips the delete confirmation when held
KeyBinding.Speed0,Bật/tắt tạm dừng,Label of the key that pauses the game speed
KeyBinding.Speed1,Tốc độ game >,Label of the key that sets the game speed to normal. > shouldn't be removed as it is the symbol for normal speed on UI button.
